LDZA;-0.14000000059604645;80.0;1035.0;2020-11-21 21:15:58.99
LDZA;-1.1799999475479126;92.0;1027.0;2020-11-23 07:54:06.334
LDZA;3.819999933242798;86.0;1032.0;2020-11-24 08:54:06.211
LDZA;1.0499999523162842;79.0;1028.0;2020-11-25 09:55:07.844
LDZA;1.0;71.0;1026.0;2020-11-26 11:09:32.326
LDZA;1.0;72.0;1024.0;2020-11-27 12:09:36.844
LDZA;2.0;80.0;1021.0;2020-11-28 13:09:36.722
LDZA;5.230000019073486;56.0;1022.0;2020-11-29 14:09:38.399
LDZA;5.820000171661377;60.0;1026.0;2020-11-30 15:09:38.815
LDZA;-1.0;92.0;1020.0;2020-12-01 16:09:39.95
LDZA;-1.0499999523162842;92.0;1018.0;2020-12-02 17:09:39.118
LDZA;0.23000000417232513;99.0;1009.0;2020-12-03 18:09:39.971
LDZA;1.2799999713897705;96.0;1006.0;2020-12-05 04:24:09.702
LDZA;0.0;93.0;1007.0;2020-12-06 05:24:11.654
LDZA;6.5;93.0;1003.0;2020-12-07 06:24:11.224
LDZA;3.009999990463257;93.0;1009.0;2020-12-08 07:24:11.714
LDZA;3.140000104904175;93.0;1005.0;2020-12-09 08:24:11.792
LDZA;2.549999952316284;100.0;1006.0;2020-12-10 09:24:13.27
LDZA;3.950000047683716;93.0;1009.0;2020-12-11 10:24:15.186
LDZA;3.950000047683716;93.0;1003.0;2020-12-12 11:24:13.779
LDZA;5.460000038146973;80.0;1012.0;2020-12-13 12:24:14.464
LDZA;6.050000190734863;75.0;1020.0;2020-12-14 13:24:16.533
LDZA;3.140000104904175;86.0;1021.0;2020-12-15 17:40:43.642
LDZA;3.140000104904175;86.0;1023.0;2020-12-16 18:42:54.3
LDZA;3.9600000381469727;86.0;1027.0;2020-12-17 19:42:56.532
LDZA;2.9100000858306885;93.0;1029.0;2020-12-18 20:42:55.69
LDZA;2.0899999141693115;100.0;1027.0;2020-12-19 21:42:58.013
LDZA;3.369999885559082;100.0;1027.0;2020-12-20 22:42:57.14
LDZA;4.179999828338623;100.0;1026.0;2020-12-21 23:42:57.305
LDZA;4.869999885559082;100.0;1022.0;2020-12-23 00:42:57.491
LDZA;11.270000457763672;76.0;1016.0;2020-12-24 01:42:57.916
LDZA;7.090000152587891;93.0;1011.0;2020-12-25 02:42:58.06
LDZA;3.9600000381469727;80.0;1017.0;2020-12-26 03:42:59.046
LDZA;0.44999998807907104;90.0;1020.0;2020-12-27 04:42:58.535
LDZA;-0.5899999737739563;92.0;998.0;2020-12-28 05:43:00.173
LDZA;3.9600000381469727;80.0;995.0;2020-12-29 06:42:59.505
LDZA;5.460000038146973;93.0;1002.0;2020-12-30 07:42:59.931
LDZA;4.639999866485596;86.0;1008.0;2020-12-31 08:43:00.843
LDZA;1.7300000190734863;100.0;1011.0;2021-01-01 09:43:01.027
LDZA;5.909999847412109;80.0;1013.0;2021-01-02 10:43:02.244
